"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","23581"
"query","Query:[tag=""N.*""& tag!=""NNSZ"" & tag!=""NNZ""& tag!=""NPZ""& tag!=""NPSZ""][tag=""VVN"" & lemma =""design""] [tag=""N.*""] within < s/>;Shuffle:"
"Reference","Left","KWIC","Right"
"dordogne-holidayhome.co.uk","<s> See the facilities available at the house </s><s> Local activities </s><s> View activities available locally </s><s> The House </s><s> This","architect designed home",", built in 2010, is fully equipped for modern living, whilst maintaining the traditional style of the Dordogne. </s>"
"panteraplace.com","DeTomaso spent ten years at Ghia and put together a great list of cars during his ownership. </s><s> The Vallelunga, then the","Giugiaro designed Maserati","Gibli, the Mangusta plus many other show cars by that great designer and then the Pantera, Deauville, Longchamp era and"
"wikipedia.org","Station building and adjoining the existing shop, which would in total, treble the main workshop area and provide a new","purpose designed paint","shop. </s><s> The final go ahead was given at the end of 1977 and work commenced the following January with Alfred McAlpine as the"
"blogspot.com","sock for your loved ones. </s><s> Introduced as part of a commercial partnership with the military charity Help for Heroes, the","custom designed collection","has socks designed for outdoor (pictured), ski, golf, sport and formalwear. </s><s> A percentage of the sale from each pair"
"asluniversity.com","of the Deaf."" </s><s> I''m also excited to be sponsoring an entrepreneurial micro-business initiative with the local Deaf (a","custom designed jewelry","creation and export business). </s><s> An additional fun project that is near and dear to my heart is a literacy initiative"
"incarparts.com","LED Projector headlights. </s><s> The Projector headlights ... more info </s><s> Make your Ford F150 stand out with these high quality","custom designed Black","finish HALO LED Projector headlights. </s><s> The Projector ... more info </s><s> Make your Ford Mustang stand out with these high"
"jetav8r.com","dwell"" time (points closed) has to be long enough for the coil to fully ""charge"". </s><s> Typical dwell times (charge time) for a","Kettering designed ignition","are 1.0 to 6.0 milliseconds. </s><s> Obviously, dwell time limits the ability of points to control a coil to deliver high power"
"b2bmit.com",". </s><s> So we have to keep as a spare as below list. 1)water level gauge DN20, PN25 – 02 Qty 2)Safety valve DN50, PN40 – 02 Qty (","Boiler designed pressure","13 bar) 3)Sample cooler – 02 Qty 4)Pressure sensor – 02 Qty 5)Water level sensor – 06 Qty 6)Water softener – 02 Qty 7)"
"eng-tips.com",""". 5. </s><s> The SV is installed in acc. with the requirements of ASME I </s><s> It is simply simmering because it is most probably not a","boiler designed safety","valve to ASME I. You appear to have a close operating to set pressure differential for this size of valve. </s><s> What is the make"
"wight-business.co.uk","2008, Good sized gardens and sea glimpses </s><s> House, Ventnor, 599,950 pounds sterling A stunning contemporary","architect designed house",", Completed early 2015 with 10 years NHBC guarantee, Located in a spectacular position with superb sea views from the"
"ft.com","with him, which date back to when James Christie first opened his doors for business in 1766. </s><s> Tradition has it that","Chippendale designed Christie''s","original rostrum for his friend James Christie, the model of which is still in use in our salerooms around the globe."" </s>"
"bigskyresort.com","a golf experience like no other: the award winning, scenic 18 hole par 72 golf course at Big Sky Resort. </s><s> The Arnold","Palmer designed course","is 6,500 feet above sea level, offering longer drives and spectacular views. </s><s> Though pretty much all the appeal of The"
"hawaiiinfoguide.com","of Hawaii. </s><s> VRBO- Kona Shangrila - Incredible views from Living Room, Dining Room and Kitchen !Beautiful tri-level","custom designed Oceanfront","house with separate units, located on the water at beautiful Lyman''s Bay just two miles south of Kailua Kona town. </s>"
"app.com","stainless steel appliances, butler''s pantry, dining area and sun room. </s><s> The walk-out finished basement contains","custom designed Bomanite","flooring, a mirrored exercise room, a wet bar with slate counter tops, theater/game room, one full and one half baths. </s>"
"futurepundit.com","vehicle, the driving style and the specific measures taken to integrate the two drivetrains. </s><s> However, what if","manufacturers designed vehicles","for a Poulsen option? </s><s> Mount the wheel motors on the axle proper in place of the rear brakes, perhaps with low-profile"
"kbismarck.org",", would there have really been as much difference when it came to a ship to ship fight between a Nelson or KGv or any other","battleship designed betweeen","the wars against Bismarck or Tirpitz? </s><s> I recognise that Bismarck was probably one the best of all those designs, but"
"easier.com","leather was used to recreate the interior. </s><s> The shape and pattern of the door cards was created by looking at similar","Pininfarina designed cars","from the period."" </s><s> Restoration specification: </s><s> Full body restoration including complete new front end, new rear"
"blogabond.com","Walker sculpture garden had just finished it''s 20th anniversary celebration over the summer and they had installed an","artists designed Miniture","Golf course. </s><s> Now, as it was The second week of September I didn''t get to see it, but I did get to see the remains of it as they"
"bealeboats.co.nz","but gentle as a lamb - with this exciting yet comfortable boat Ray Beale proves yet again that you can ""have it all"" in a","Beale designed yacht",". </s><s> While most boats as fast and exciting as this modern sloop need a full yacht race crew and have no comforts below decks,"
"houstonproperties.com","HOA fees compare with other luxury condos in Houston. </s><s> By Area </s><s> 12 Things Four Leaf Towers Condo Buyers Should Know </s><s> A","Cesar-Pelli designed building",", Four Leaf Towers is one of Houston''s premier luxury buildings. </s><s> Built in 1982, Four Leaf Towers is an Interfin condo"
"proafile.com","main sails is important, though I haven''t been able to locate any data or testing on the subject. </s><s> Sidewinder, the","Kelsall designed Atlantic","proa was schooner rigged and notorious for the foresail back-winding the aft sail. </s><s> The more separation between the two"
"fishingmegastore.com","is how to put those principles into action. </s><s> (via O''Reilly, July 2018) </s><s> Product Description </s><s> Comfortable, rugged high","performance designed Hardwear","nylon Pro Waist waders at an affordable price. </s><s> All seams are taped and the knees are reinforced for maximum durability"
"roastquip.com.au","agent for IMF Roasters and packaging equipment manufactured in Occibello, Italy. </s><s> IMF Roaster''s are state of the","art designed coffee","roasting machines that incorporate the afterburner, loader and destoner to the roaster in ONE neat compact roasting"
"wikipedia.org","exhibit is a four-masted barque named Pommern, built in Glasgow in 1903, which is anchored behind the museum. </s><s> The","museum designed building","is built like a ship''s prow cutting into the land. </s><s> It has been called the ""kitsch museum of fishing and maritime commerce"
"mcintoshlabs.com","a 3.5mm stereo connector and a 3 meter cable with a 6.3mm stereo connector. </s><s> Both cables feature gold plated McIntosh","custom designed connectors","and shielded wiring for maximum sound quality. </s><s> Contact your local dealer to learn more. </s><s> ""The MHP1000 headphones have"
"campersparadise-mn.com","of the situations and themes from Joseph Freeman''s forthcoming novel of the same name. </s><s> Part of the Island family </s><s> The","Swaggerts designed Campers''","Paradise to be family oriented, and families have been coming back to the Island year after year. </s><s> Here Jean (third from"
"cam.ac.uk","highlights the design and characterisation of a sedimentation method of cell retention and its application in a fed","batch designed ambr","® micro scale bioreactor system. </s><s> The work identifies periods of up to one hour required to perform the necessary"
"nelsonracingengines.com","quite nice. </s><s> I also posted a rough idea of the look we will be shooting for. </s><s> NRE AWD system,Nre cad designed chassis,Nre","cad designed interior",",Nre TT 572 Hot Rod Series,Nre gear based boost control, </s><s> Fees: the fees stated above are applicable to both domestic and"
