"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","1926"
"query","Query:[tag=""N.*""& tag!=""NNSZ"" & tag!=""NNZ""& tag!=""NPZ""& tag!=""NPSZ""][tag=""VVN"" & lemma =""stain""] [tag=""N.*""] within < s/>"
"Reference","Left","KWIC","Right"
"beautyworldnews.com","for your cool-weather beauty arsenal. </s><s> Check out the brand''s recommnedations for nailing 2014 with a beautiful bang: </s><s>","Wine Stained Lips",". </s><s> Cabernet, Bordeaux, Merlot. </s><s> Wine stained lips are everywhere and there isn''t a bottle to be found! </s><s> Sultry yet"
"stardestroyer.net","has a dead mother. </s><s> Including me."" </s><s> This revelation was like a slap in the face to Asuka, who looked up at Shinji through","tear stained eyes",", seeing him in a new light. </s><s> ""So that cannot be all of your pain. </s><s> Tell me everything, tell me the how and the why,"" Shinji"
"helovia.net","the distance that he one day wished to be like. </s><s> Known for good things more than bad. </s><s> At least, that was the perception the","blood stained child","had projected onto the gilded lad and his blazon companion. </s><s> The question was, why was the companion of the Forger"
"allsaintsodiham.org.uk","or baths with doors. </s><s> Churchyard Goezte & Gwynn organ Hatchments and Memorial tablets Monumental Brasses RAF","Window Stained Glass","Windows The Royal Coat of Arms The Bells in All Saints The Clock(s) of All Saints Plus an Illustrated Guide to All Saints </s>"
"sbwire.com","average revenue generated per user (ARPU) in the market has also been done. </s><s> Get Exclusive Discount on this Report at:","https://www.industrydataanalytics.com/inquire-befol-stained-glass-market-study-2014-2025-prismn00066 Stained Glass","has its applications in end-use industries such as automotive, construction and consumer goods, amongst which"
"beautyheaven.com.au","to add Cosmic magic to my collection! </s><s> At the moment most hydtating lippy I have ever worn is by Lipstick Queen Medieval (","blood stained lip","). </s><s> I wear it daily now! </s><s> And another ultimate fave of mine with complete coverage but also super hydrating is by Tom Ford in"
"unleashthefanboy.com","that guaranteed-blockbuster needed any more buzz. </s><s> Now the streets will be lined with fanboys and fangirls, ladened in","popcorn-grease stained shirts",", chanting like a horde of Raccoon City zombies ""Tobey after credit scene! </s><s> Tahhhhhhbey after credit scene!!! </s>"
"greenhamhall.co.uk","and Breakfast guests in 1985, and are happy to share their home and give pleasure to others. </s><s> East view of Greenham Hall","Original Stained Glass","Window in Greenham Hall Click here to see more photos of Greenham Hall </s><s> What a lovely peaceful retreat. </s><s> Thank you for"
"diethealthclub.com","day you may discover that the benefits of lime sometimes aid the most unlikely tasks. </s><s> Lime juice can be used to scrub","oil stained utensils",". </s><s> Polishing your brassware with a dab of lime juice can lend it shine and sparkle. </s><s> You may use lime juice to remove calcium"
"traerstarclipper.com","Traer''s Winding Stairs ""Tailgating on Second Street"" Festival will be the chance to do an etched glass craft project at","Dreamland Stained Glass","Productions. </s><s> For a very nominal fee, children will choose a team mascot that they will then etch onto a four inch square"
"traerstarclipper.com","can add a one inch border of glass in their team''s colors, plus have a chain affixed for hanging. </s><s> Projects can be done at","Dreamland Stained Glass","Productions at 528 Second St., from 4:00pm to 6:00pm on Friday, August 7, and from 8:00am to 11:30am on Saturday, August"
"wholesalecentral.com","3"" x 7"" Pittsburgh Steelers NFL - Chrome DECAL 3"" x 7"" Category: _Sports Fan by Teams Price: as low as $2.50 Each </s><s> DECALs 11","Ultra Stained Glass","Golden State Warriors NBA DECALs 11 Ultra Stained Glass Golden State Warriors NBA Category: _Sports Fan by Teams Price"
"wholesalecentral.com",": _Sports Fan by Teams Price: as low as $2.50 Each </s><s> DECALs 11 Ultra Stained Glass Golden State Warriors NBA DECALs 11","Ultra Stained Glass","Golden State Warriors NBA Category: _Sports Fan by Teams Price: as low as $5.00 Each </s><s> Multi Use DECAL 11"" x 17"" - NBA"
"wholesalecentral.com","Colored DECAL 5"" x 6"" - Washington Redskins NFL Category: _Sports Fan by Teams Price: as low as $3.00 Each </s><s> DECALs 11","Ultra Stained Glass","Cleveland Browns NFL DECALs 11 Ultra Stained Glass Cleveland Browns NFL Category: Price: as low as $5.00 Each </s><s> DECAL 11"
"wholesalecentral.com","Category: _Sports Fan by Teams Price: as low as $3.00 Each </s><s> DECALs 11 Ultra Stained Glass Cleveland Browns NFL DECALs 11","Ultra Stained Glass","Cleveland Browns NFL Category: Price: as low as $5.00 Each </s><s> DECAL 11 Ultra Stained Glass Buffalo Bills NFL DECALs 11"
"wholesalecentral.com","Cleveland Browns NFL DECALs 11 Ultra Stained Glass Cleveland Browns NFL Category: Price: as low as $5.00 Each </s><s> DECAL 11","Ultra Stained Glass","Buffalo Bills NFL DECALs 11 Ultra Stained Glass Buffalo Bills NFL Category: _Sports Fan by Teams Price: as low as $5.00"
"wholesalecentral.com","Cleveland Browns NFL Category: Price: as low as $5.00 Each </s><s> DECAL 11 Ultra Stained Glass Buffalo Bills NFL DECALs 11","Ultra Stained Glass","Buffalo Bills NFL Category: _Sports Fan by Teams Price: as low as $5.00 Each </s><s> Blood tests. </s><s> Although there are no specific"
"kerafast.com","C with50 mM Tris–HCl, pH 7.5 containing 5 mM MgCl2 as the buffer </s><s> Purification and Biological Activity </s><s> (Left) Coomassie","blue stained SDS-PAGE","gel (12.5%) of purified AvHaCE. </s><s> Lane 1, molecular mass standards; lane 2, AvHaCE afterpurification by immobilized"
"media25.org","'' of my dad''s prodigious smoking career, and the beginning of mine. </s><s> It was a time when everyone seemed to smoke; a time of","nicotine stained taprooms",", grotty ashtrays, tepid beer and lock-ins; a time of coupons and catalogues; a time before health warnings and"
"candobetter.net","Beach on the 5th of May, 2010 the kangaroo shooters moved in. </s><s> The following morning residents were horrified to find","blood stained walkways","along with injured and dead joeys. </s><s> An RSPCA investigation found no evidence of cruelty despite photographic evidence"
"jeffsundin.com","areas of these small lakes. </s><s> Some of them became heavily flooded, the ice is now ""punky"" from becoming saturated with","bog stained water",". </s><s> Also in poor condition are the lakes that have small rivers or numerous feeder creeks running through them. </s><s> The fast"
"rpg.net",". </s><s> The Dictionary spins out a variety of tales occurring on the world of Marr''d, a blighted wasteland of a world covered in","blood stained sand","and dark ambitions. </s><s> The setting has elements of science fiction. </s><s> Great ships, powered by blood, exist on Marr''d and"
"shamelessmag.com","tongue has already been extracted onto the steel tray behind the chef, who waves a speculum like a mad gynecologist with","blood stained mouth","that suggests that her patient is also her sexual victim and her meal. </s><s> A red light strapped to the Chef''s head labelled ""A"
"roswellfanatics.net","playing with his first computer. </s><s> Alex hurt because he knows Liz and Maria are hiding something from him. </s><s> Alex looks at a","tear stained Liz","while she tells him that Max, Michael, and Isabel are not from around here. </s><s> Alex and Isabel star gazing. </s><s> Alex sitting at a"
"churchsupplier.com","WWJD gold plated Metal charm bracelet with clasp. </s><s> Great for children or adults. </s><s> SKU: 424 </s><s> Faith engraved one piece light","finish stained Wooden","cross necklaces 1 5/8 inches tall, 32 inch nylon cord. </s><s> Nifty congregation, Sunday school or witness gift idea. $.69 in"
"patterico.com","Kent the one that wrote the infamous maritime opinion where he savaged the attorneys for using crayons while writing on","grease stained napkins","? </s><s> EW – Talking about firewalls, frogmen, autistic snipers, bad drivers, evil boat people, AnnTM, and demonic roast"
"peakoilbarrel.com","forever, nor can 3% decline in a permeable reservoir under water flood. </s><s> When the water mostly reaches the top, the","oil stained water","becomes too expensive to separate out and production stops at greater than a 3% rate. </s><s> There will be fields that decline"
"uptownfloors.com",", some areas resist or accept stain more than others. </s><s> Trying to achieve a perfect match is extremely difficult with","site stained flooring",". </s><s> When you purchase mobile phones you want to buy best cheap and banded mobile phones must have the quality,"
"subgenius.com","to PANDER and PROSTITUTE my so-oft-abused talents on SHORT TERM INSTANT-PAYBACK VAUDEVILLE in DAMP NIGHTCLUBS on","BEER STAINED TABLES",", just because the HUME-RUBES would rather see SPECTACLE and BEAR BAITING than lay back at home for a sublime and"
"nationalunitygovernment.org","MACALISTER ,AND COLIN MACALISTER , AND ANGUS MCMILLAN AND SEVERAL SCOTTISH ISLE OF SKYE PIONEER SETTLERS. </s><s> RONALDS","BLOOD STAINED MACALISTER","TARTAN SHIRT WAS ALSO RECOVERED OFF OF ANOTHER ABO SHOT. </s><s> THESE ITEMS WERE RECOVERED AND SPRINKLED WITH PEPPER AND"
"dreamwidth.org","little emotionally raw right now. </s><s> So, today I sorted all my winter coats to the back of the closet and changed out my Fall/","Winter stained glass","for my Spring/Summer stained glass, because Michigan has clearly decided that we are having a good and proper spring. </s><s> I"
"dreamwidth.org",", today I sorted all my winter coats to the back of the closet and changed out my Fall/Winter stained glass for my Spring/","Summer stained glass",", because Michigan has clearly decided that we are having a good and proper spring. </s><s> I decided on four things to cook, to"
"nest.co.uk","for a more casual expression, its functional design adapts with everchanging spaces over time. </s><s> Materials & finishes","Black stained Ash","wood and Cotton linen. </s><s> Natural colourway. </s><s> - Array of File objects {source, target} files used as source to be copied to"
